md5,sha256,title,subtitle,genre,artist,subartist,level,difficulty,charthash
158b09ff682d09ecfecdc53f3b00831f,097ff42197348d31ea5e2443a8c2a14378e081317870ebd9bed6f2a02fa0a9c0,Romancecar (Kukan Junkyu Edit) [14keys Hyper],,Liquid Funk,jet:tones,,8,3,36207491e4be02beedafd67307ccd47d8dc9bfbac190d8fa9f635b6a7056d7f9
cf36a3a79a50cf5b0b3656da20368379,4040c5fbfbfcd6fed8680d88cb12d76e1f0ff0912b4878d71c87c25b5582a4be,Romancecar (Kukan Junkyu Edit) [14keys Another],,Liquid Funk,jet:tones,,11,4,191408d725132abba5c272258b5064d1cc4efe776a97e52719ee94991e913e86
4a0a230e3c88f05f58cdb96e91db1a6a,73f910d4895030612c36c16f0e7fba64a78e322424999b7ec18d8c37e6b31834,Romancecar (Kukan Junkyu Edit) [5keys],,Liquid Funk,jet:tones,,6,2,7543a64c0a94f87b9220f8e427d81fce706fef74d01d076eb82d707247c0a213
27135a2dd5d98bddb4a9453bca9487c5,1a4f611999ecc2d48c75f71a60b67873d45edcaaa5152b27bbd7762738a2ed82,Romancecar (Kukan Junkyu Edit) [7keys Another*],,Liquid Funk,jet:tones,,12,4,ec887914f11a18e0b08d433efbe736736208b6c167a775d1067b325627e8f13f
3743ab74fcc28261a12c1753d4ec6747,b178aa5f9ae6016e9866b1be151d87a48e93f33863279d22aa73a6c1183b977a,Romancecar (Kukan Junkyu Edit),,Liquid Funk,jet:tones / obj:lichtr,,2,1,eaf9e9939cb29d1ff2c97ef96688f69adbd48fe01bd02018737a65fdfad35082
93fa0472c7a6c5cd7ba1c3ac7a79e2b0,5e8dc7f4094f32fe1ca7f46bddb91cf85cf0c634ff7eb65a1db96aa745270800,Romancecar (Kukan Junkyu Edit),,Liquid Funk,jet:tones / obj:lichtr,,12,5,88e4f8d2b50047e92a74607e82e226ac309efa896e5f3c31daa3d72d58c07527
a35ade8976bd43d9d3d13f4895b58465,79f2d6c8a8d44a1f55e3f6c8622d7e7cd2745294b03dc34dfb8f87637cddf571,Romancecar (Express Edit) [14KEYS],,Liquid Funk,jet:tones / obj : Ill,,12,4,f32fa6c5a1988656a802358589faf96dd0c45d33ddefdb8adf207be59dae2352
ba5b3c5679ee0b7ef3c47ee2f59a94df,db201b7f2a592633d7cac90856dd937952c639c6bec5f9ca001b8ea32dde2d62,Romancecar (Local Express Edit) [14KEYS],,Liquid Funk,jet:tones / obj : Ill,,11,4,d2579ed44df3a850e683e0826eec7f4c6845d567c1ae7414f1da5e8b19ee3e31
4c0f369bdf3cd195fab755481a78bde8,5745b8545b132bb84bbf42a37afb063c87005e6a0699eb5f58429dbf493b2e97,Romancecar (Kukan Junkyu Edit) [Nemesis],,Liquid Funk,jet:tones / Obj.Triforce,,16,5,592dfd5a4b6e3f6b5a2190d6185d7cec070e772c0085b85dd04571e51803260a
e40dfbb1d94265030cfa95f29742a326,820d2ebd9edd67540d32c2f43b6552cbab14a5712ba6c210476135e9d383c605,Romancecar (Kukan Junkyu Edit) [DPA],,Liquid Funk,jet:tones / obj:二代目IIDX16,,10,3,0491c50cde2d22284952f56f163d0f2f1752694231f99a3ce999657925fe7548
0343af1da0eefa6455778d765b6e57da,a8d039d17739013f15e70cad80d5eab43a8202583612ac1d4458a4a181f3211a,Romantic Children -Eclipse-,,東方怪綺談,ZUN / BMS:average BGA:のりろー / selene.,,18,5,96bfabf73bdf54a3f1c3d13b4cb33eed8014f2c63008b562827695200089211c
f02b963fd797d8a37404c8ff6b6bb5c3,24baf8bb1488026901a89f35414769df13ea9299f0e33e14d38d19a6e0274eba,Romantic Children -Luna-,,東方怪綺談,ZUN / BMS:average BGA:のりろー / selene.,,8,5,8fbdc18e54915a16134e4d16b7f5272e0b8437580a9dcbc992598e783f77ee9d
074a8ad29b7698aeec34cd4d84c7fc6f,cb28f9d909ba6d805ac57ef1fb9d11004704387b3e71a48d1053628e35c1b3f5,Romantic Children [SP ANOTHER1],,幺樂団の歴史2・東方怪綺談,ZUN / BMS:average BGA:のりろー,,12,4,a9a31a0209cdd18481b1808141ade4921b64e1b2d26f8a3451fef9ea34bddafb
f51c0d0df34f3bb9894336e031d150dd,0f1333db477f38614b87a1ade4293c7489de2cd2c70a0e7e7acbb11e3af0f5d0,Romantic Children [SP ANOTHER2],,幺樂団の歴史2・東方怪綺談,ZUN / BMS:average BGA:のりろー,,13,4,1680c11ec17a3bbbcb00366a5ffe64f9f2032d30fe30ca24f179ff67ce2d0b4a
cf1c101bdf5eb48161bb073eea5a7177,9392e90aeacdb0edca09a88c6bd327f59457782ed1224ac6a90c4f555f89d6e9,Romantic Children [SP BEGINNER],,東方怪綺談,ZUN / BMS:average BGA:のりろー,,2,1,a2c74d2bdca4f4e85108fb0afeb71c234263ec347efb80998cac0b9567b60967
d3b0a40ce9f6bf83e96741a1c06b2659,8bec0fe6722223b121fbdf42238f98f9d1d7b600bb57be0874d6e2d04630f7cf,Romantic Children [SP HYPER1],,東方怪綺談,ZUN / BMS:average BGA:のりろー,,10,3,8763023e9dd4ac7666db597b256b9f56c2f6aef955ddf172344db58163a7d6c6
14394073062cfd5275207aa9e19e71a5,2b54c9a4a2110fb903b65cc303675129adc6d9838f6ab39633a0149870f17bf1,Romantic Children [SP HYPER2],,東方怪綺談,ZUN / BMS:average BGA:のりろー,,11,3,a740ee83491b946fd979859fde33ead0012212ca097dbedadad7fd5d104adec1
b5385ffeaf8924174db726c3721a6ffe,2f0d3d33df3eb6311a18bcee64b614e1064ca95261fb25bd90dadbdf2fa31720,Romantic Children [魔界],,幺樂団の歴史2・東方怪綺談,ZUN / BMS:average BGA:のりろー,,22,5,63c941589ee64045e75d383d70d4647fc43fd1c93da3e64edaac02ff78c84271
c021394ba6fc3f4b01549a1e62791088,d1212f7fa9b93d70d7d23c7fddefaf2342fb0bd14b213f22dfdecc4747971b85,Romantic Children [chiLdreN!],,幺樂団の歴史2・東方怪綺談,ZUN / BMS:average BGA:のりろー,,24,5,cece7a0563104ee313567b0d33728643f7ee6ce1c8fb3426b22c91c7c2379a66
c751385c599f3553f4cafaf0de1b63b0,2269f031c16ff71d3fa415ec189c657cc3ad132147cd4894d4c7c8f932eae6bb,Romantic Children [SP NORMAL1],,東方怪綺談,ZUN / BMS:average BGA:のりろー,,4,2,fa55e6df7c0f0d28123f3e542717e36bcbd10b576000fbe2b0c5c24e13e38bb7
9fc86f4e192240dd35374d0ad018db96,42e099c101c6527dcc9ce3fba971ac67b465b21be6053c4ea5efb334a4d6b601,Romantic Children [SP NORMAL2],,東方怪綺談,ZUN / BMS:average BGA:のりろー,,6,2,36b632624aa2a1e44ec47789af8045a0d37594ea5ef5e5f2dc265cf605847a2b
01e97cd3307599cdb5ce4d605becdc8f,1e253280eff31c8ba1459aad4f43cd16e337739aaf6b198eacfed57838085f9d,Rosario -輪廻幻想譚-,,Dramatic Trance,SB_YUNE feat. 初音ミク,,9,4,9dac6bdebf5a517a3f008c0a6235cc60be13304d9ca3cd6010f26e8760f8c448
ff02a4e668a5ed1120ee9b9c6543b7f7,43ef44368d8c92c5e255d647abbf7efb5edc35c53c5edfcf6e1ac1e2872d1594,Rosario -輪廻幻想譚- (Another),,Dramatic Trance,SB_YUNE feat. 初音ミク,,11,4,1c2edf5b11ba520718a2d07855d3954fa0fecbe2a87d4dce5eb0526c4fc5d86b
e647c868aaf509e29a89b22e22e2c23a,365d2be07662c25a38278ed12cfb19b8393f5961365aee7d5dc1bb7e8e4e0dad,Rosario -輪廻幻想譚- (Normal),,Dramatic Trance,SB_YUNE feat. 初音ミク,,6,2,34fda699d99c1eea498a51923c147eb63e0f293d42f6bccb458c971cbdb0515f
bc5c6de58b37834a97681dac127fc94a,5edd65a74abb5377c153073d24730348c1b88b722d6d3c12576e3c4577cac677,Rosario -輪廻幻想譚- (EX),,Dramatic Trance,SB_YUNE feat. 初音ミク/さ,,12,5,ddfd6773e7f82dc04a68a2bef336c8a1fe0b648b590ac6bec58e90e6fd0f1c4a
62e17e79a83361523d31f0a484cd2970,96c154125b0257a8a5365344522325b99afe8ffc8a382903b21119d2ec2a71d4,Rosario -輪廻幻想譚- (SABOTHER),,Dramatic Trance,SB_YUNE feat. 初音ミク/さ,,12,5,d78a1e39d0dbca5e39ffd9fea78ee723dbfa1453520c74546ccc12ca79ab31f2
c4a096ac67f6e8224e9872bd465308f7,1e73386112df97861fa9b04a1f4d15ff388f12964bb6745e79381f195e87ea53,"rough[14key,Another]",,PIANO SOLO,mommy,,12,4,dd2facbf1a608e912459e595b637f3eea7930756753b337aa83c7dc5a9de4406
b49dcdeff3d06617204afdb7e44414de,53c866f2d41a0d768eaf9689455140e174d5a93aa6c3ae83c3c39fa9dded9e5d,"rough[14key,Hyper]",,PIANO SOLO,mommy,,10,3,233ece017ac602555534c7bb45081fce55d069c35971acb9031c790ed91e5530
59b7b4aa751dd3f31635bc18f603eacb,15b778eaffa729cec6e65ee2b50c531cab2b580ef59d3b98d9c9719981913036,"rough[14key,Normal]",,PIANO SOLO,mommy,,6,2,6fa44ecf5f81b9d94776c36c3b98f9185dfa8c9d1c4e2dc885d4d094a8a8f5c3
877f4a37193f789cf1dee377c3774282,be56a53cbdde59756237dedf83f638b2cdbef057aa930a88c8adb3abb2358e99,"rough[7key,Another]",,PIANO SOLO,mommy,,12,4,3e90da3ceea31e5229ddd132c7fb1fb1147bd6acc0451d9682590887275d38bd
c120662343f4a211a71750d491cc56ac,923adc2b9efcfb1dc365d880fc215e5b7f7784bd62c26c5e5811fb0ef98825c5,"rough[7key,Hyper+]",,PIANO SOLO,mommy,obj. Lollipop,11,3,39811d52dea420d7e7af2a26211cc03cad1ea0b88f87f2e0bbd92c59adb06214
9e62e40cc87e1f38c7262136bd6618e7,7e886c2555b00c8e67b9f75fff3faefe12e999fb7fac39975b24f7ad2fd35b60,"rough[7key,Hyper]",,PIANO SOLO,mommy,,9,3,7df078e9fd51166297af7f9586fedf09c5fa95683e8fafb6178d2b9fc4bbdfb3
d97b4333ba939ce92b9b97d0f7b0133a,58328e79fa262ab467e09c996a8c9a95aa01f90737d05be61e343dc67e5065b4,"rough[7key,Normal]",,PIANO SOLO,mommy,,6,2,8184ea5be12843a94789d7ebbdc557d80b22c5bd2114db15d46441bfe90cc07c
8991b131270811f561c5de12a2a70671,c0dcecd89f356eb70837dd41515091a5d739ddfab084f61ca89cc93592e8fdb5,ruby,,Cutecore,BilliumMoto,,16,4,77eddf4ac4364184053ab676c168ef38a8614ba576a08e6bc218ea045bed3b15
9bc621a558323a22593b140fe420c45f,0cfc818d09d01f5df027e2666ce16f2dfbe236639c247ae2662395b01dafc40c,ruby,,Cutecore,BilliumMoto,,10,3,5c12d028723754b34dc5bb8555b39c8a8df606e959ec89f9f6e17cb3a1032111
7b6ae77ea7a5c01b4ee0abd8f9cb9c16,b27b41c595a69935994895099f3d35308665f52f47e372b58f5c4a1528db0e2b,ruby,,Cutecore,BilliumMoto,,24,5,ae823ef8c137e523b17032f989c48f23c356f5801a0704aa5991e22f9482db43
69eb56bda1948391283eb403a16bddc6,f7ccc238a052eaefd6bb080616cef3cfa32de36f5c6366805bdbeb36b9d932b6,ruby,,Cutecore,BilliumMoto,,6,2,112e67cc6d5f3b4366f9b7febc04830546589cc7a638aedb2ce3c0fd433fb9f0
3bbaa3d11d7c6729bbb77d02aec4c287,8da641ebe0da676943d01f53abcc360388ace8ff9b27a40ef7f12e679b473276,ruby,[BKANOTHER_fix],Cutecore,BilliumMoto,mov:A-Zero Project / obj:BK,11,4,dca87885b422d1d7ad59ee21909e575e8ad03dcd1cb640536916da129ebfe9e5
431a644168769c3eca0046fc8a6a6983,d4cc9ed5896bd12b0796819d5dfd148962fec4dce58f8c9fc100e1dd780b1fbf,Ruined field,,DESPAIR /// 14KEYS ANOTHER LN,Y.W,,11,4,97b1eeafae59be1fb5c60b6cd02ab20325e77e618798b8d2041213ba245be9c6
8de82a1da116c351a9ed2ea919b05bf8,f62547d3788804a429c0acf641af4ea37a1329f5c316c04a5f2faef69572fcf6,Ruined field,,DESPAIR /// 14KEYS GLEIPNIR LN,Y.W,,12,5,0802deaae8ef1980a34329ce64325da2081494b2cbab9e91577bc1162723e6d5
4c14bc223393ed6da568f9c3b0cc5fca,13edfce7c1e2f2f23a13f839d3fa11924b8e5252294d498ae833e0d85b32ac25,Ruined field,,DESPAIR /// 14KEYS HYPER LN,Y.W,,9,3,0250edf8291df3934d4ee15ee6d68dc497cc6842390d01450502a98a6874cf13
4d976ee4de5ba0da94dc525b47abc9dc,48b03d40cc0da907b8835f3aa73fac098609d45f6577a916ab22d2d15c7330b0,Ruined field,,DESPAIR /// 14KEYS NORMAL LN,Y.W,,5,2,69caf4f7a02ac7ecb852f07c7142f81a2a5b4192b8a828a9438c908121724852
7d83cc14a64a83b5d10edf8a366cbbb0,a45202fc5390e743014867d7fe3efa407c73100296cfe5b8e84be906f7220206,Ruined field,,DESPAIR /// 7KEYS ANOTHER LN,Y.W,,11,4,d546cbea9b576e462876d383ce924a25705fcffe362ab428ddca5ab4efa9f3a2
f9ce0854b6988187ddb888be9a8f7bb6,eac7622d38c8fbd91f83c6d9637ad17681a36b5ceffd45a9567266776a2c7535,Ruined field,,DESPAIR /// 7KEYS GLEIPNIR LN,Y.W,,12,5,d310defa1d6f1f65b69b4fe51dd221fd2b2b02cf9539ae149f402bc325edd6c8
5ab20f0e6a833ed498ca45e718dbe2b0,476a373c854833557542ffb8b3a36bf7959a9bbc4710a1d11d7f52b6bc3c55c5,Ruined field,,DESPAIR /// 7KEYS HYPER LN,Y.W,,9,3,e778c8748126c62d2229787ea8ed1c67ab0a3efa437be17ad5a0276dfbbc49c3
47fabaa982190b639aa164fa9cfc1b97,401886f9e60e55c1cf514c6683f48527652650165dd9976d49f56d92837539c2,Ruined field,,DESPAIR /// 7KEYS NORMAL LN,Y.W,,6,2,d07bcee15c7a77fdfca36a1424ad82e13560109f97fd268133cd8372b67d2814
9e032355e8e13e5d1638d762e0c3c948,73c809ca96deac04c0d656c43b8e1dc845e28c3b535ee68e8a4e5ed555a1a196,Ruined field,,ディスペア EX,Y.W,,49,4,c29c06652ef64583de950e046a1dfeaca2c8c758418987ea5a6aabad06c28bd7
6d2d80d959feaaa476964c92d631c772,9760e502a14e99c2d66845f97521144541620d3e09e6c28646f6cbbab1321b23,Ruined field,,ディスペア HYPER,Y.W,,44,3,da05e1bbdb81b327e10a73360596b7407dcd807c6d9ab5f85ab1f615a442d587
b4d37a0db1fc780754dea0bd47508a68,e42677a102e4fae9804bced45f84cdeaa34c208e8f80ab26dee23d8f1c09215c,Ruined field,-ZERO-,DESPAIR,Y.W,obj:monaka,6,5,b11457d55f220839abe4035181e4da3cfe0765b5a2ef086dd1b22fb6a2014697
28303cdb079e797e07055da4d0e6df3c,d105e18993f01f062f5411641bcb1a8641889b6c2de1bb83e32a7c8998bee4df,Ruined field,,ディスペア NORMAL,Y.W,,32,2,b12346b9d84b4abbb599465aae03a4a60deb52b71003161ed06ed6ad3aef9832
25e68cc5ff8c9904b2aad780ffaf3545,26c305ed6b5cdd2c86dc7b9d3c4c04b5451cfb3d4c8d0f5a06e04ea07271f5d2,Run Away,,NIGHTCORE,8-Run-A,,11,4,aa0f362416574b52d6e75b15ca7a3e59b140de577ff632a385508af22d19783f
935898154758b7a4873f5d9beb116065,39c5c50e3e4da002f382e980719656a56dd812e9fa8df0c6990cfc50454d4024,Run Away [ELITHER],,NIGHTCORE,8-Run-A / obj:ELIGOS,,17,5,9e41f60cb0f4579fbaca8693bac83d7d0a438d8f82ebf35ca2c892c96bf1fe7e
7338a918df7e9e45050c144624a90477,9a7169c282815c71b0c45b9a849dd7b6f8964debce4efb2077d8e283b0b7a57e,Run Away,,NIGHTCORE,8-Run-A,,8,3,005b191e22867d2126a20eae0fdcddc461ff1859648921e5374873d19d958cc2
9f792726e14bda091e0a01fbeca1ed90,68f1b196eebbab52ffe089b426f549d0495cb3d7d47dbe3f3a482eb93621de63,Run Away,,NIGHTCORE,8-Run-A,,5,2,3678dd7f0d7fbc8cb89636536c94e8fbdd38167000c0b2371bdbf67b28a60fcc
6311e80a771414e32b272cb13fb264a5,225c77e7bbdd21969470e032e267236f1f2ead2d1daf4a4d58ee214dc1079270,S[HARDEST],,RENAISSANCE,D.J.Nero /差分 赤い人,,17,5,b59397388fa8ff5f1fd901e42a6442ac72b630d512f533b2f3c0356d425043b6
5d6abb820987e25c784c49501bf9246a,920423beec7e6195e0569fe73dbc764f57e8d0ae1d789cbf9e450bb85c3e8977,S[ANOTHER],,RENAISSANCE,D.J.Nero,,12,4,27e9541af989580ea6658166c9f4f3b215c929351adea4f65c6a9716230287ca
480a30950caf4d44315214b2263ed516,8fd6f52e3caddefa65d65765998ac4a15076eee6586e5d4e5a12c406c7fc4f4f,S[HYPER],,RENAISSANCE,D.J.Nero,,11,3,55ce77ae397980e36ee9049f95fb192621a2316b33f70ab23b42562de91c411b
48fe540abc5ac4445d1af73162d5c9af,ff9bdd60e7613631f05fcf54c04431d230abd60095b9a556035a88c710d76bd8,S[NORMAL],,RENAISSANCE,D.J.Nero,,5,2,7902fc8b27d3de87a29bc0314f9a8b3753aa760321014226ff21a80de2553bb7
2cc0800d3b51456dcd21aa3278000fe3,6a2bc9873a0bd7bb2515bbd70b3055b9c43c908f8c3c5a37ed0b0dff6029cc1d,S[DP ANOTHER],,RENAISSANCE,D.J.Nero / obj:Louis,,12,4,d663105c03af3c17f49af1d9010ad338d37ae499528b06cc7fee48d84664590b
1a0efa73bcc7deb3890ce969642c855b,74b3835a5c914cd29ee2c4876cf09ea586db901854bfbc25151c3130d0299c7b,S[DP ANOTHER LN-OFF],,RENAISSANCE,D.J.Nero / obj:Louis,,12,3,2edcae7e61899b775df2ce3f5cb627576431d2fbc0cf8ef1480a0716d4ea9883
a52209f80fd11575d0dc034f091d9516,faeefd3e096e3623ab8b7633688835e737febde7dfa38173905f679d76bb99b6,Sacrificio [NORMAL],,DECADENT TRANCE,Lian,,6,2,bfb65508a948275421c2d46a92fc43e867ee6af8d4bcff0bd93ba88f06d5d9fe
80af79e28ed0b60644c3c174a1bb6e4c,6b6cb92f534773ef90acb59bc1a0c1707d5117c70d0e9b9bf329765366ca5b68,Sacrificio [HYPER],,DECADENT TRANCE,Lian,,9,3,0ded0ca8c7f2a14ad4345aac44690ddf90be2d6c01fcce4757df6e9faedfc1b7
8d18ee19c86b16cf3b2e155304d39dde,20a2f089b2c5af0b2b4ff1f1df1929df307c93fcd188bb274c50f8ed5a96a34e,Sacrificio [ANOTHER],,DECADENT TRANCE,Lian,,11,4,e9880c38759ef212e2e1c30dceaa6fc8e1042886e8f71f089d52f9f242b0a590
0b68dbd12fd4940c3432d7a9070925c9,a6ee2831d4dbab654a0b02559cb95845eadd73526ce882d45beea70afe851851,Sacrificio [INSANE],,DECADENT TRANCE,Lian,,12,5,f214692ed763c84c6412d9c87bc5e81113d7e9b7c4bd4a05bef63fb693e1175a
6f628e3782b8f8ed4b0c5a7dc7af49fe,0ecc21092b347a6bd44f545041b61bda131787734699d7b220f2c656e55f44b5,Sakura Fubuki,,Drumstep,Street,,12,4,12b55ea6cae9ec9e45b18fc6ff5baf764483fd34e3d4fe414f443718b0ab4620
df86a7fc761a23589f4ce8160fcd578e,a454538ae2fccd6d8b882100354660077bf3e7cddc73c3b6cbcd6d0c99e65a3b,Sakura Fubuki,,Drumstep,Street,,9,3,fe51f2306ef29a1cf70e4b78b7a5dcd6f368a332a4df7120d012d8d6f833374f
2601d723fa15d2d3e507558dcf6fba36,baf67000dbc7b7496471845fc52ecee8857bf5e84fc29f4ed1e6e2796c4a7442,Sakura Fubuki,,Drumstep,Street,,4,2,dafe0042e619fc0af22f82630787ec5f710451de34e9b61d6bdd4fc7fedd4a1a
dce211f98f41fc9b18e2e999aec471cd,0b7a99b801c52839082ce457b05c4118386cf718553bd7535c7114629bb1acc3,Sakura Fubuki [桜、夢。],,Drumstep,Street,Obj.Triforce,2,5,deb8a1d3d561bc74e5e66058488637608ed94b966b25e1f4ac70d44d0240c134
08d63a18406f7d418e22f226f0aa644a,df9f86d922ac645421a65704e7d6f0bd6d6d7b99e438b7f3ef4c4ed50900677c,Sakura Fubuki,[ZOI],Drumstep,Street,obj:SUZUKAZEΛ,12,5,564ff9a63e667753b347737615424eb1024dc2afcebfee0a05f24c141231999a
e88d95a9bbe35c7f10f52bc495ff877e,b5dda581a264b1e915d32448254b24566b03dbdae94236d4af866db2b447805a,satellite,,ELECTRO,ccgc,,12,4,d5ae25eac0af0941226ad5c5f2756f00558c71e654c74b65fddcbc6732c6469e
408673987d3c9ce60610db5c51b9117e,9dcd0234e6965b8f6d1a137ba89de41212bf5b940e0123685a4bbf3f745541f3,satellite -MOON-,,ELECTRO,ccgc,,12,4,0ac5be2c4d615ae968d9646809374305c2c7e59f01c9a60608a6dc9ac8d59ceb
81bb1f687a08aeca8a020e0b80942972,bcbb68b1880855d76b064e6f027c6cf1265727f36633d42a3a303ceddcdf0ce0,satellite -EARTH-,,ELECTRO,ccgc,,12,4,ae5dbfb8c89fadf7532057265db84c9beb0e02915a9c7eb5dca11c3340d3ce02
ddaa7792cd63c7f359f93ecf2ad4737a,b7d165416731d198d408d3e4ebdc191289ba8ab25938b892d1ab8ca81ce0805b,satellite,,ELECTRO,ccgc,,10,3,216924562dc53435cd6102fe112103b68091de4bba19df879e055f0c832ee816
49ee6877eab0a6703355b5e4fe147c83,d577e9b2fd9b8492b747c56b55bbfdc980c2edeb9d48771b7ffc85ed50f811c8,satellite,,ELECTRO,ccgc,,7,2,dd24ecdab57bcf30e005c54082e7691bedb7ce7bdb4424ebe43143c4a4f91294
98235538f28e0be71bcd18a221a4c5a3,f73f3d1135dfafee71543c8b1cd538035a34bd2f6726d1c0745db1ef79a1f211,"SAVE The World -starlight,more Colors- [Who has lost his tail?]",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama / obj:nullest,21,4,8759b2bc490577e5644621754e9332488b514a05808213e822cf9588010da94d
c9cee7883f1ddd5cf6a1188e8e607a50,fd60e7ff1e5d6d80d485b8e92d425995fafb49e60d74bc4001153ebbcc3ce6a2,"SAVE The World -starlight,more Colors- [You've Come Far...]",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama / obj:nullest,16,4,84d4285c0a8025f926869134508c2271444c79841bbcf37ef50bca451ac58503
af4f6e14957bfe52449ac9ce07a4c300,ea8f509d73e143b4634340c9f7366a63ba328206780c7b5623e104d2dbef8ff3,"SAVE The World -starlight,more Colors- [Did you catch that?]",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama / obj:nullest,11,4,9b4fe7cab8f914cf8c7446c2000dd5e7228e2fe5d8d54e97a78af59e0d142f98
5f15d45919a8f4cfbe4cdf583afa1376,26e2b30108c95aa638402f9b1be2661b66f8083e49a12c6b213c73652f911613,"SAVE The World -starlight,more Colors- -SP NORMAL-",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama,5,2,47264eee43b8acef573532bafc9e58e198087bbdd48da974e8536d870a693acc
4dbac25af504b12440f9fbc56de43599,1a4289230bd154c33e488dac6ba8b7c1589b922a9a4fb33a303b8988de6a2420,"SAVE The World -starlight,more Colors- -SP HYPER-",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama,10,3,9c2685022ca8cde44bd748ee4c596b8c4aaf5431c0b477faeccf42cf665455a6
c08759e0d0e57ad0c4948e9251a14ee5,f34a86fa34b5180cf20676796200fa9d05a62ca0f63bf221a817592ed8d04538,"SAVE The World -starlight,more Colors- -SP ANOTHER-",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama,11,4,ed3c91dc010e18b8176170ab26462a1873703622a60e3baa75ce0bde10534139
e825cd306027c5747c0e094bf5d5a6a2,304c02051baab2976f64942037ce01cf06fe12a93ef3096b171933ab40f833f9,"SAVE The World -starlight,more Colors- -DP NORMAL-",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama,6,2,969b1fbedfcced28ae40c04f1e7fb6ebcec2e7be6dd20d153dd1eb53bdda5cf0
9c7266860f60eb1220c56720d2fad5fe,43aa407a2789cab09f3a94e77b6e3b0c5e9c2cbd8f0532fad20b20670a023554,"SAVE The World -starlight,more Colors- -DP HYPER-",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama,9,3,eda49e4209adbe79ba389efa9196efcb7ce52893e9839e3ef734a76025ad94ce
87ab62099ecfcf94df5776aa63edfb59,9b1998fe771a36bba8597c8e5b168eb510695baf41b0f6c152d6886f3a6a7743,"SAVE The World -starlight,more Colors- -DP ANOTHER-",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama,12,4,d9b2b9860015e4b4fbec54c2d14ebc3c923f6351f72e6e638b2d5257e36218bc
58acc944c545ee7c7c38aad1805123c6,8e523ee66fb8aaaafc81737bd981d4ead0abbc93763345a05382367d968c8e11,"SAVE The World -starlight,more Colors- -9KEY-",,KID'S DREAM,Is-m,BGA:Y.A.B.tutidama,48,4,1c606d6892a24d69012590d4bbdbb5d4daf4f99b6043c58248186f14f8db81a1
dfa4aeb1bfdd8c67966516eaf43c951b,213e8bed14ef618ce68c099c0910e57976edb91b42cf73a6b11c3a3f8bb24308,Say A Vengeance [Dif],,J-CORE,ETIA. feat.Jenga,deadblue238 / 篠乃ちよ / U,3,5,4c95a274dbf55adb11390bd8145e45204f0eb6d76cc01163aee40d2be0c3f9d9
81501dbf778d1e7ca3db42d995b07da8,3d55bd9bbc31f0ae7f4a83195d801d0795298965cdfed74ae802ec80b0ac4a1c,Say A Vengeance [No_more],,J-CORE,ETIA. feat.Jenga,deadblue238 / 篠乃ちよ / U,23,5,3fd1da1f8e9c9bea39c02010829a38363037f93a3adabe5843335b290b6f9bc5
89e87af0a7df4a284abfbd6860194498,94b5d8cec26bdbb40eef0c80613efc9fd1207601c51b7cb5b348eef52047bcc3,Say A Vengeance [HARDEST],,J-CORE,ETIA. feat.Jenga/ 差分 赤い人,deadblue238 / 篠乃ちよ,14,5,1083b073b7f64436fbfc3ce66059f86fd0b86b28671bc6276c0bb5ac518b1cf3
0a5f66290ea8306923a9d49ebb113dc9,1a5b7aa9353963e4bc8507ff706dfdea095d3b8106f923fadf4da039cd952e3a,Say A Vengeance [INFERNO],,J-CORE,ETIA. feat.Jenga/ 差分 赤い人,deadblue238 / 篠乃ちよ,21,5,ddf433264ce15e6ecd3445902fa0c2d56b349a7b2f06a1bfa14bc11ca2803841
4a574a7a56de7a6b32b412b8a6257852,e4692929e6da73b5986d53735bd6dfab3e0a51c469d3c2cbfd4a531a4880cb17,Say A Vengeance [EXTRA],,J-CORE,ETIA. feat.Jenga / obj:BAECON,deadblue238 / 篠乃ちよ,6,5,9f81a5e76f50558f3ec9a1eefe34d381e69e315a9b46e56a67bef9a9ea854dd6
31b434962b8bffaa0f112a3ebcbef448,88a18c1669ccc9e2ffbfa0eb0f5a7cc3e3eb901f32a5bd44c5d9fea4102b1843,Say A Vengeance [DP NORMAL],,J-CORE,ETIA. feat.Jenga,deadblue238 / 篠乃ちよ / Obj:ゆ～兎,6,2,4652015ffae20fc05d84e6b0e23f24056e8a09d22c01e1f4a8cbed0b9543f0ab
969dbc55d5233dc533ffccf0db044fa5,f1929286ed56bdfd600e115cb8ff4652da2a94a7164deeb2d437e35b5699c15f,Say A Vengeance [DP HYPER],,J-CORE,ETIA. feat.Jenga,deadblue238 / 篠乃ちよ / Obj:ゆ～兎,9,3,a00b1a26640d14723f8962d175ddc1d0cfbe9678f18ad3cea0c5520e6f310a8d
